Time,Prey,Predator
0.000000000000000000e+00,4.400000000000000000e+01,5.200000000000000000e+01
2.002002002002002123e-01,1.700644667325267179e+01,5.929983441105001418e+01
4.004004004004004247e-01,6.749905290365799893e+00,5.177411796520342335e+01
6.006006006006006093e-01,3.253105068789689192e+00,4.115168346109076936e+01
8.008008008008008494e-01,1.923526548324839602e+00,3.163809221582646103e+01
1.001001001001001089e+00,1.350585804345001417e+00,2.400066877593971881e+01
1.201201201201201219e+00,1.085417954667742269e+00,1.809831913520105573e+01
1.401401401401401570e+00,9.673940710856335778e-01,1.360991555820614707e+01
1.601601601601601699e+00,9.324712872578466705e-01,1.022340547425396728e+01
1.801801801801801828e+00,9.534187019597443191e-01,7.678907898528720466e+00
2.002002002002002179e+00,1.018956124619632586e+00,5.771501508464336183e+00
2.202202202202202308e+00,1.125713717742902187e+00,4.343504870360884951e+00
2.402402402402402437e+00,1.274905166631772779e+00,3.275101164597897352e+00
2.602602602602602566e+00,1.470924337364578394e+00,2.475891115467588666e+00
2.802802802802803139e+00,1.720814850545400398e+00,1.877965977965935895e+00
3.003003003003003268e+00,2.034187810943461461e+00,1.430455855955354405e+00
3.203203203203203397e+00,2.423408382848050824e+00,1.095328682748379023e+00
3.403403403403403527e+00,2.903976836038308917e+00,8.441915896377055750e-01
3.603603603603603656e+00,3.495078669785214309e+00,6.558736577035392257e-01
3.803803803803804229e+00,4.220304175322195483e+00,5.146085988980579895e-01
4.004004004004004358e+00,5.108553186217640985e+00,4.086742230103821427e-01
4.204204204204204487e+00,6.195151727295356459e+00,3.293784777145840614e-01
4.404404404404404616e+00,7.523216018497905999e+00,2.703088781779732774e-01
4.604604604604604745e+00,9.145306410314281820e+00,2.267842156965604594e-01
4.804804804804804874e+00,1.112541842146336712e+01,1.954663231756902098e-01
5.005005005005005003e+00,1.354135664259377947e+01,1.741076171582374987e-01
5.205205205205205132e+00,1.648752169080140817e+01,1.614322317978104937e-01
5.405405405405406150e+00,2.007808956691380331e+01,1.571837353003460447e-01
5.605605605605606279e+00,2.445042473102825653e+01,1.624449415107433181e-01
5.805805805805806408e+00,2.976819964751716796e+01,1.805105395333721496e-01
6.006006006006006537e+00,3.622268657824207594e+01,2.190639628536334704e-01
6.206206206206206666e+00,4.402774248682436564e+01,2.958096540278624675e-01
6.406406406406406795e+00,5.339465111317373669e+01,4.542951593888273631e-01
