Time,Prey,Predator
0.000000000000000000e+00,8.300000000000000000e+01,8.300000000000000000e+01
2.002002002002002123e-01,1.245005568831656362e+01,1.102992958710521094e+02
4.004004004004004247e-01,2.038703103589874832e+00,8.879834677156370049e+01
6.006006006006006093e-01,5.284475307191125459e-01,6.683822709521875538e+01
8.008008008008008494e-01,2.025691864330540770e-01,4.974631794346040436e+01
1.001001001001001089e+00,1.045842911889433291e-01,3.692226952886966274e+01
1.201201201201201219e+00,6.744180524069265381e-02,2.737871107673890947e+01
1.401401401401401570e+00,5.130467461051907430e-02,2.029431980959106596e+01
1.601601601601601699e+00,4.411935412539907259e-02,1.504054489116609439e+01
1.801801801801801828e+00,4.155066504521399279e-02,1.114608222917968305e+01
2.002002002002002179e+00,4.185874201837532643e-02,8.259887423399158379e+00
2.202202202202202308e+00,4.432789646811331058e-02,6.121182085705892284e+00
2.402402402402402437e+00,4.871186179505331698e-02,4.536478588701108983e+00
2.602602602602602566e+00,5.501700560691476921e-02,3.362305960747070444e+00
2.802802802802803139e+00,6.341321171818981028e-02,2.492317688572588175e+00
3.003003003003003268e+00,7.419900234510312664e-02,1.847701940987199976e+00
3.203203203203203397e+00,8.779280787233002814e-02,1.370060227486711524e+00
3.403403403403403527e+00,1.047389183822980546e-01,1.016123849144098479e+00
3.603603603603603656e+00,1.257234387233447381e-01,7.538360238433208238e-01
3.803803803803804229e+00,1.515985298293954231e-01,5.594475817429533926e-01
4.004004004004004358e+00,1.834147457641834289e-01,4.153645071476210204e-01
4.204204204204204487e+00,2.224621517231636092e-01,3.085529057918806606e-01
4.404404404404404616e+00,2.703215427016619210e-01,2.293571620316947335e-01
4.604604604604604745e+00,3.289276327016635304e-01,1.706243222655487723e-01
4.804804804804804874e+00,4.006466446983275032e-01,1.270553845630768286e-01
5.005005005005005003e+00,4.883713551411540954e-01,9.472472164890206880e-02
5.205205205205205132e+00,5.956373741730027760e-01,7.072406967220140617e-02
5.405405405405406150e+00,7.267653120946098166e-01,5.289880183115070605e-02
