Time,Prey,Predator
0.000000000000000000e+00,5.800000000000000000e+01,2.700000000000000000e+01
2.002002002002002123e-01,3.569035807299915319e+01,4.050457475661698226e+01
4.004004004004004247e-01,1.829170855561687858e+01,4.445847914775080056e+01
6.006006006006006093e-01,9.492087019740106157e+00,4.021526384498887552e+01
8.008008008008008494e-01,5.552622600708630785e+00,3.321441380430847801e+01
1.001001001001001089e+00,3.742440369509078657e+00,2.633211914384251173e+01
1.201201201201201219e+00,2.867144023113453066e+00,2.047777721198366407e+01
1.401401401401401570e+00,2.441145414886485732e+00,1.577609642578609517e+01
1.601601601601601699e+00,2.259590333092074133e+00,1.210058139429048296e+01
1.801801801801801828e+00,2.231649584442707113e+00,9.267484880290599136e+00
2.002002002002002179e+00,2.316532579739817521e+00,7.100962230472705805e+00
2.202202202202202308e+00,2.497704925562058698e+00,5.451859768249748939e+00
2.402402402402402437e+00,2.771901729488585708e+00,4.200065363320240053e+00
2.602602602602602566e+00,3.144276297001754816e+00,3.251403788600335520e+00
2.802802802802803139e+00,3.626303387211776474e+00,2.533166493728376878e+00
3.003003003003003268e+00,4.235037864408686126e+00,1.989766884788825685e+00
3.203203203203203397e+00,4.993120111578124742e+00,1.579004042870348234e+00
3.403403403403403527e+00,5.929254343569045460e+00,1.269026976642916971e+00
3.603603603603603656e+00,7.079035559003255429e+00,1.035948427448343478e+00
3.803803803803804229e+00,8.486068253065408129e+00,8.620168060450028591e-01
4.004004004004004358e+00,1.020334498563865466e+01,7.342575708583219951e-01
4.204204204204204487e+00,1.229484592500539542e+01,6.435191726576783289e-01
4.404404404404404616e+00,1.483727326115639400e+01,5.838992259900297466e-01
4.604604604604604745e+00,1.792171297488597048e+01,5.525949247344935644e-01
4.804804804804804874e+00,2.165473364808728718e+01,5.503536626721010627e-01
5.005005005005005003e+00,2.615777049095310858e+01,5.829894941356895677e-01
5.205205205205205132e+00,3.156202975170832303e+01,6.651353190629862855e-01
5.405405405405406150e+00,3.799200679132979275e+01,8.292474374838840756e-01
5.605605605605606279e+00,4.551944720801106570e+01,1.148038348135395958e+00
5.805805805805806408e+00,5.403761789999678200e+01,1.793463987018271144e+00
6.006006006006006537e+00,6.291640594730517222e+01,3.197042044234585934e+00
6.206206206206206666e+00,7.010536923662674269e+01,6.455917107547178624e+00
6.406406406406406795e+00,7.051225722553775199e+01,1.392303244449415978e+01
6.606606606606606924e+00,5.741945520233296918e+01,2.744968532438995368e+01
6.806806806806807053e+00,3.505732929871357584e+01,4.077824224774844453e+01
7.007007007007007182e+00,1.792746094673696788e+01,4.442166421284104416e+01
7.207207207207207311e+00,9.326560877066343735e+00,4.002913148272212140e+01
7.407407407407407440e+00,5.478186334295665816e+00,3.300434632071623753e+01
7.607607607607608458e+00,3.707116883382618688e+00,2.614506618230172563e+01
7.807807807807808587e+00,2.849781153559796554e+00,2.032459784271963343e+01
8.008008008008008716e+00,2.433011048913570118e+00,1.565519743536990127e+01
8.208208208208208845e+00,2.256882501953880737e+00,1.200690895851580819e+01
8.408408408408408974e+00,2.232652138806972442e+00,9.195638893982026829e+00
8.608608608608609103e+00,2.320496000283134741e+00,7.046178780380230933e+00
8.808808808808809232e+00,2.504379564417551496e+00,5.410231621906262056e+00
9.009009009009009361e+00,2.781333569959226537e+00,4.168498590090962352e+00
9.209209209209209490e+00,3.156716616401790354e+00,3.227495495944949333e+00
9.409409409409409619e+00,3.642172116085210298e+00,2.515072451599051906e+00
9.609609609609609748e+00,4.254915055536026003e+00,1.976082862559880526e+00
9.809809809809809877e+00,5.017754042861247044e+00,1.568667384916912599e+00
1.001001001001001001e+01,5.959581106092688429e+00,1.261238185889985042e+00
1.021021021021021014e+01,7.116207728179618996e+00,1.030110416389891315e+00
1.041041041041041026e+01,8.531491562730906253e+00,8.576889999536755349e-01
1.061061061061061039e+01,1.025872213427929047e+01,7.311225734833212142e-01
1.081081081081081230e+01,1.236222591302901108e+01,6.413606021909527000e-01
1.101101101101101243e+01,1.491910230197602871e+01,5.825909582923919361e-01
1.121121121121121256e+01,1.802087809263578677e+01,5.521043413637948261e-01
