Time,Prey,Predator
0.000000000000000000e+00,8.100000000000000000e+01,5.500000000000000000e+01
2.002002002002002123e-01,2.262975546476657485e+01,8.386918053298794007e+01
4.004004004004004247e-01,5.501894897048567934e+00,7.428960907690095894e+01
6.006006006006006093e-01,1.794378048775673085e+00,5.774426637248528493e+01
8.008008008008008494e-01,7.996442010037716486e-01,4.354412022339194266e+01
1.001001001001001089e+00,4.584126403520817350e-01,3.254150334958688973e+01
1.201201201201201219e+00,3.184890470804081497e-01,2.423761703103005161e+01
1.401401401401401570e+00,2.556354381652148344e-01,1.802670659662383201e+01
1.601601601601601699e+00,2.285284921192399510e-01,1.339869407596938622e+01
1.801801801801801828e+00,2.213570860728175937e-01,9.956393174780552968e+00
2.002002002002002179e+00,2.275845670517786246e-01,7.398449633233947331e+00
2.202202202202202308e+00,2.445852588896650359e-01,5.498648130403893219e+00
2.402402402402402437e+00,2.716463830014455016e-01,4.088037181098562733e+00
2.602602602602602566e+00,3.091608040473155516e-01,3.040771939315024319e+00
2.802802802802803139e+00,3.582940612866129526e-01,2.263260566498875637e+00
3.003003003003003268e+00,4.208635763569150701e-01,1.685964046393478188e+00
3.203203203203203397e+00,4.993263017493579370e-01,1.257246331124481475e+00
3.403403403403403527e+00,5.968318174079668692e-01,9.387809463335700100e-01
3.603603603603603656e+00,7.173235622163707248e-01,7.021284142339775380e-01
3.803803803803804229e+00,8.656827857152982197e-01,5.261898580833513916e-01
4.004004004004004358e+00,1.047916216756888286e+00,3.953144389787128232e-01
4.204204204204204487e+00,1.271392382980952807e+00,2.978936619198584435e-01
4.404404404404404616e+00,1.545134642666979863e+00,2.253178523457650684e-01
4.604604604604604745e+00,1.880181856465452217e+00,1.712017755072070546e-01
4.804804804804804874e+00,2.290030668562915039e+00,1.308101809072615973e-01
5.005005005005005003e+00,2.791176813261108336e+00,1.006317935748156783e-01
5.205205205205205132e+00,3.403776916863352930e+00,7.806352107923138217e-02
5.405405405405406150e+00,4.152457116024526940e+00,6.117651247292950345e-02
5.605605605605606279e+00,5.067300653582121228e+00,4.854305854953385596e-02
5.805805805805806408e+00,6.185053661213636644e+00,3.910882417563000396e-02
6.006006006006006537e+00,7.550596821553990701e+00,3.209905170644206801e-02
6.206206206206206666e+00,9.218740748874695967e+00,2.695057609364207019e-02
6.406406406406406795e+00,1.125641491083925771e+01,2.326411400590281883e-02
6.606606606606606924e+00,1.374533369070403666e+01,2.077374806627365830e-02
6.806806806806807053e+00,1.678523815523195850e+01,1.933348101260796287e-02
7.007007007007007182e+00,2.049782600452538617e+01,1.892556647495939257e-02
7.207207207207207311e+00,2.503148849241422624e+01,1.970541490300600079e-02
7.407407407407407440e+00,3.056695177721080725e+01,2.212301857050236881e-02
7.607607607607608458e+00,3.732381138744588611e+01,2.723018959734475192e-02
7.807807807807808587e+00,4.556754892564413240e+01,3.749800125606782969e-02
8.008008008008008716e+00,5.561518495209167412e+01,5.921303038503361593e-02
8.208208208208208845e+00,6.783211799299249378e+01,1.104615764970050124e-01
8.408408408408408974e+00,8.258771086775077208e+01,2.522132775472359367e-01
8.608608608608609103e+00,1.000057170403743925e+02,7.334027281687502953e-01
8.808808808808809232e+00,1.185332803919097699e+02,2.806222620146890723e+00
9.009009009009009361e+00,1.265254075371299081e+02,1.349757636364065583e+01
9.209209209209209490e+00,8.400535084194726210e+01,5.290383596387302845e+01
9.409409409409409619e+00,2.405702985284577267e+01,8.369535429584372821e+01
9.609609609609609748e+00,5.804643543964533414e+00,7.495517668779652354e+01
9.809809809809809877e+00,1.867323227481595405e+00,5.840016780076186365e+01
1.001001001001001001e+01,8.223691388419992476e-01,4.406665023466105424e+01
1.021021021021021014e+01,4.671362867985894285e-01,3.293913136313984324e+01
1.041041041041041026e+01,3.223105930486588888e-01,2.453595068595536333e+01
1.061061061061061039e+01,2.573663836503561897e-01,1.824931707772451261e+01
1.081081081081081230e+01,2.291896361854796338e-01,1.356438678883651150e+01
1.101101101101101243e+01,2.213610960060330424e-01,1.007956435218727620e+01
1.121121121121121256e+01,2.271037055041009445e-01,7.489948539854696108e+00
1.141141141141141269e+01,2.436820812973385653e-01,5.566593573158479025e+00
1.161161161161161282e+01,2.703250698078538128e-01,4.138483024572470192e+00
1.181181181181181294e+01,3.073884279342838366e-01,3.078223355168579367e+00
1.201201201201201307e+01,3.560090889180919649e-01,2.291066253558623256e+00
1.221221221221221320e+01,4.179782866890386361e-01,1.706611225797297182e+00
1.241241241241241333e+01,4.957258227476186718e-01,1.272581452762431065e+00
1.261261261261261346e+01,5.923709094420132049e-01,9.501743114199455720e-01
1.281281281281281359e+01,7.118215616956513614e-01,7.105967118665498239e-01
1.301301301301301372e+01,8.589168081236489005e-01,5.324873005619765731e-01
1.321321321321321385e+01,1.039612470004829037e+00,4.000004600121066511e-01
1.341341341341341398e+01,1.261215327874499081e+00,3.013831890102312561e-01
1.361361361361361411e+01,1.532673609158716310e+00,2.279186171300450203e-01
1.381381381381381424e+01,1.864934605680724111e+00,1.731419975425971258e-01
1.401401401401401436e+01,2.271383257563666991e+00,1.322591001263785093e-01
1.421421421421421449e+01,2.768378966168805189e+00,1.017148936076681109e-01
1.441441441441441462e+01,3.375911924038973666e+00,7.887381405891269459e-02
1.461461461461461475e+01,4.118405062463055266e+00,6.178289081576782138e-02
1.481481481481481488e+01,5.025693514727420208e+00,4.899646981618870079e-02
1.501501501501501679e+01,6.134220490416716132e+00,3.944682258460762564e-02
1.521521521521521692e+01,7.488496873125821018e+00,3.234912412757226519e-02
1.541541541541541704e+01,9.142881869253750793e+00,2.713251837459616789e-02
1.561561561561561717e+01,1.116375412107596787e+01,2.339165689506004717e-02
1.581581581581581730e+01,1.363215617175942285e+01,2.085549612096725472e-02
1.601601601601601743e+01,1.664701023238412958e+01,1.937309164873143169e-02
1.621621621621621756e+01,2.032901731296449910e+01,1.892082657272238511e-02
1.641641641641641769e+01,2.482535848442299198e+01,1.964529194036720647e-02
1.661661661661661782e+01,3.031529779650020373e+01,2.198008755528268326e-02
1.681681681681681795e+01,3.701668327381230483e+01,2.694137409787451809e-02
1.701701701701701808e+01,4.519296387209569588e+01,3.691149390043584749e-02
1.721721721721721821e+01,5.515897988847115840e+01,5.792557169062476086e-02
1.741741741741741833e+01,6.727850061034840223e+01,1.072458437766888595e-01
1.761761761761761846e+01,8.192306612408536637e+01,2.426443075789710691e-01
1.781781781781781859e+01,9.923937525870623233e+01,6.980037642820647870e-01
1.801801801801801872e+01,1.178206682577993547e+02,2.640156638618379681e+00
1.821821821821821885e+01,1.268464807028405659e+02,1.263178857039390302e+01
1.841841841841841898e+01,8.696894961002219304e+01,5.079419612290789132e+01
1.861861861861861911e+01,2.556909059767758663e+01,8.344573056046758097e+01
1.881881881881881924e+01,6.127250404461435984e+00,7.561168186342391095e+01
1.901901901901901937e+01,1.944257058575474373e+00,5.906043928560053757e+01
1.921921921921921950e+01,8.460970296491910903e-01,4.459454430150957194e+01
1.941941941941941963e+01,4.761796663207612523e-01,3.334123424444183570e+01
1.961961961961961975e+01,3.262574642647795287e-01,2.483774672977639142e+01
1.981981981981981988e+01,2.591564955628782863e-01,1.847454465852925054e+01
2.002002002002002001e+01,2.298843128744988418e-01,1.373203964081217521e+01
2.022022022022022014e+01,2.213880298998098239e-01,1.020419745205274431e+01
2.042042042042042027e+01,2.266415815155960189e-01,7.582535426090124098e+00
2.062062062062062040e+01,2.427966472945750354e-01,5.635347712529644504e+00
2.082082082082082053e+01,2.690223831903281182e-01,4.189529533896659608e+00
2.102102102102102066e+01,3.056368920745228257e-01,3.116120721899705792e+00
2.122122122122122079e+01,3.537483171884130417e-01,2.319202934166405328e+00
2.142142142142142447e+01,4.151216985432362172e-01,1.727504035891289647e+00
2.162162162162162460e+01,4.921597926405595902e-01,1.288098845076470100e+00
2.182182182182182473e+01,5.879516258037088550e-01,9.617029270389411133e-01
2.202202202202202486e+01,7.063700580477001445e-01,7.191653775416324557e-01
2.222222222222222499e+01,8.522122390441356776e-01,5.388592355162468150e-01
2.242242242242242511e+01,1.031383512354871579e+00,4.047417817322679356e-01
2.262262262262262524e+01,1.251129443692495569e+00,3.049137835687326104e-01
2.282282282282282537e+01,1.520323784556049329e+00,2.305498943985510030e-01
2.302302302302302550e+01,1.849823060845733114e+00,1.751049049687480597e-01
2.322322322322322563e+01,2.252901491134979395e+00,1.337249010163211460e-01
2.342342342342342576e+01,2.745783344908569568e+00,1.028105746198091225e-01
2.362362362362362589e+01,3.348293847773897269e+00,7.969350122619928145e-02
2.382382382382382602e+01,4.084654516977811234e+00,6.239630372114353396e-02
2.402402402402402615e+01,4.984454565963755357e+00,4.945517456303648307e-02
2.422422422422422628e+01,6.083836959557611834e+00,3.978883838525537620e-02
2.442442442442442641e+01,7.426946006632301867e+00,3.260228139074029113e-02
2.462462462462462653e+01,9.067693509514008099e+00,2.731688759089687460e-02
2.482482482482482666e+01,1.107191212226102550e+01,2.352119056503463451e-02
2.502502502502502679e+01,1.351997842542067829e+01,2.093899441184998711e-02
2.522522522522522692e+01,1.651000293686463749e+01,1.941442137708055196e-02
2.542542542542542705e+01,2.016169860240608358e+01,1.891806295784909803e-02
2.562562562562562718e+01,2.462104662758920881e+01,1.958787572241656866e-02
2.582582582582582731e+01,3.006586096114422446e+01,2.184156306122755561e-02
2.602602602602602744e+01,3.671225541836739126e+01,2.666085124370568341e-02
2.622622622622622757e+01,4.482165817362293581e+01,3.634291323888320241e-02
2.642642642642642770e+01,5.470672955130405057e+01,5.668282961676458787e-02
2.662662662662662783e+01,6.672955507165892186e+01,1.041612130942038139e-01
