Time,Prey,Predator
0.000000000000000000e+00,1.800000000000000000e+01,2.100000000000000000e+01
2.002002002002002123e-01,1.458748633650621507e+01,1.983606040164891837e+01
4.004004004004004247e-01,1.219949052025975966e+01,1.794185878683668989e+01
6.006006006006006093e-01,1.063412805101690140e+01,1.575830524756662143e+01
8.008008008008008494e-01,9.686499545093555597e+00,1.358493767804632668e+01
1.001001001001001089e+00,9.201168079075882744e+00,1.158785717748107835e+01
1.201201201201201219e+00,9.074603704110995039e+00,9.840055145911435375e+00
1.401401401401401570e+00,9.243754093833167929e+00,8.359035904829255514e+00
1.601601601601601699e+00,9.674354819983042475e+00,7.133173334920618558e+00
1.801801801801801828e+00,1.035216652056107733e+01,6.137998089073584573e+00
2.002002002002002179e+00,1.127694942167246239e+01,5.345557967189207282e+00
2.202202202202202308e+00,1.245825617893872916e+01,4.729540152138813625e+00
2.402402402402402437e+00,1.391212131612633307e+01,4.268023016273570391e+00
2.602602602602602566e+00,1.565779678382446427e+01,3.945080721795906520e+00
2.802802802802803139e+00,1.771363311927253648e+01,3.752070010690550017e+00
3.003003003003003268e+00,2.009096232361178025e+01,3.689243831878039170e+00
3.203203203203203397e+00,2.278435257005190095e+01,3.768309264400971248e+00
3.403403403403403527e+00,2.575587408279755053e+01,4.016605067672326612e+00
3.603603603603603656e+00,2.891028204527516365e+01,4.483510029558154031e+00
3.803803803803804229e+00,3.205843562621497256e+01,5.248829680960483302e+00
4.004004004004004358e+00,3.487153719717716882e+01,6.429357585234488859e+00
4.204204204204204487e+00,3.684754835157168174e+01,8.169712982133937373e+00
4.404404404404404616e+00,3.735307961477429473e+01,1.058499490792566000e+01
4.604604604604604745e+00,3.584346376474043439e+01,1.361779247100740875e+01
4.804804804804804874e+00,3.226863417667881606e+01,1.685655586647193260e+01
5.005005005005005003e+00,2.733798412052445670e+01,1.954922410459015936e+01
5.205205205205205132e+00,2.220261247226015300e+01,2.099162589514112653e+01
5.405405405405406150e+00,1.778064262262495276e+01,2.096292961950589273e+01
5.605605605605606279e+00,1.442889045079171595e+01,1.974504466313964457e+01
5.805805805805806408e+00,1.209258521266953679e+01,1.782424317265064317e+01
6.006006006006006537e+00,1.056670552199523350e+01,1.563475543956607083e+01
6.206206206206206666e+00,9.648435094429869352e+00,1.346790207507004489e+01
6.406406406406406795e+00,9.185404995740743317e+00,1.148346583799999721e+01
6.606606606606606924e+00,9.076678320904044028e+00,9.750448479226873744e+00
6.806806806806807053e+00,9.261092889139634465e+00,8.284142053992059829e+00
7.007007007007007182e+00,9.705702989842361461e+00,7.071853669884038851e+00
7.207207207207207311e+00,1.039718743283003377e+01,6.088723125436035666e+00
7.407407407407407440e+00,1.133595105912675827e+01,5.306783639706845968e+00
7.607607607607608458e+00,1.253199101495525980e+01,4.699910010007596561e+00
7.807807807807808587e+00,1.400161083016540786e+01,4.246478922800668521e+00
8.008008008008008716e+00,1.576413334670312949e+01,3.930936512058096355e+00
8.208208208208208845e+00,1.783770396041872175e+01,3.745087273457571087e+00
8.408408408408408974e+00,2.023301969863229743e+01,3.689743756755644366e+00
8.608608608608609103e+00,2.294331970719667879e+01,3.777356507404878716e+00
8.808808808808809232e+00,2.592823109087679256e+01,4.036302303068344699e+00
9.009009009009009361e+00,2.908835004867726681e+01,4.517424817212140731e+00
9.209209209209209490e+00,3.222798983795446759e+01,5.302475297290510703e+00
9.409409409409409619e+00,3.500926152516394296e+01,6.510301134504996590e+00
9.609609609609609748e+00,3.692053559940204366e+01,8.286043732540385065e+00
9.809809809809809877e+00,3.732547216565708226e+01,1.073981198025069972e+01
1.001001001001001001e+01,3.569536894172341590e+01,1.379881587825491351e+01
1.021021021021021014e+01,3.201946270315362142e+01,1.702885482011116736e+01
1.041041041041041026e+01,2.704626533464414706e+01,1.966731869726942961e+01
1.061061061061061039e+01,2.193134467252277986e+01,2.102798883246646255e+01
1.081081081081081230e+01,1.756472232206757056e+01,2.092211177982426307e+01
1.101101101101101243e+01,1.427348650266017493e+01,1.965186299377629808e+01
1.121121121121121256e+01,1.198819608873382769e+01,1.770583241284902343e+01
1.141141141141141269e+01,1.050115841302304531e+01,1.551131071342450873e+01
1.161161161161161282e+01,9.611772993535273812e+00,1.335145704905219333e+01
1.181181181181181294e+01,9.170733582516756854e+00,1.137987004590324247e+01
1.201201201201201307e+01,9.079657289344391202e+00,9.661678415722617430e+00
1.221221221221221320e+01,9.279235677151520534e+00,8.210041329949321565e+00
1.241241241241241333e+01,9.737815141491532600e+00,7.011247515186748380e+00
1.261261261261261346e+01,1.044297457204779356e+01,6.040073360868214003e+00
1.281281281281281359e+01,1.139575082478003765e+01,5.268552512149813793e+00
1.301301301301301372e+01,1.260657550403630012e+01,4.670755372565766450e+00
1.321321321321321385e+01,1.409201114379586350e+01,4.225361601986406868e+00
1.341341341341341398e+01,1.587143871516995119e+01,3.917193149795394458e+00
1.361361361361361411e+01,1.796277931151399443e+01,3.738507237178886555e+00
1.381381381381381424e+01,2.037606444489605551e+01,3.690684018831349000e+00
1.401401401401401436e+01,2.310315492086187561e+01,3.786930621314791079e+00
1.421421421421421449e+01,2.610115661573227896e+01,4.056682103955378871e+00
1.441441441441441462e+01,2.926639064579363492e+01,4.552274287994022117e+00
1.461461461461461475e+01,3.239647610945127809e+01,5.357426809968061754e+00
1.481481481481481488e+01,3.514431829536668062e+01,6.593015995611537505e+00
1.501501501501501679e+01,3.698881864638565276e+01,8.404527119065512863e+00
1.521521521521521692e+01,3.729139772074815085e+01,1.089661125622782478e+01
1.541541541541541704e+01,3.554068927298560254e+01,1.398047279726745806e+01
1.561561561561561717e+01,3.176613631076754984e+01,1.719929535016898470e+01
1.581581581581581730e+01,2.675419409491545508e+01,1.978128960034281647e+01
1.601601601601601743e+01,2.166256976968119474e+01,2.105965168677479937e+01
1.621621621621621756e+01,1.735225166590108259e+01,2.087762812519754263e+01
1.641641641641641769e+01,1.412124286526265671e+01,1.955660199320996284e+01
1.661661661661661782e+01,1.188628546751785819e+01,1.758668925654577819e+01
1.681681681681681795e+01,1.043745670485222377e+01,1.538800813002124102e+01
1.701701701701701808e+01,9.576492937758995794e+00,1.323562054958580703e+01
1.721721721721721821e+01,9.157141360279380748e+00,1.127707603475136366e+01
1.741741741741741833e+01,9.083533780728584972e+00,9.573744722679739638e+00
1.761761761761761846e+01,9.298179533005058062e+00,8.136730454335676654e+00
1.781781781781781859e+01,9.770691071560325014e+00,6.951350518893650410e+00
1.801801801801801872e+01,1.048952962310777437e+01,5.992044531538341268e+00
1.821821821821821885e+01,1.145635165604540795e+01,5.230860981027351642e+00
1.841841841841841898e+01,1.268201328390021843e+01,4.642073597857023337e+00
1.861861861861861911e+01,1.418332596542424184e+01,4.204669576689886945e+00
1.881881881881881924e+01,1.597971579317622215e+01,3.903850541355970538e+00
1.901901901901901937e+01,1.808885998353568070e+01,3.732331532744890268e+00
1.921921921921921950e+01,2.052009318429910678e+01,3.692068539119613746e+00
1.941941941941941963e+01,2.326384713839220453e+01,3.797038763838841646e+00
1.961961961961961975e+01,2.627462633923558499e+01,4.077756341233791382e+00
1.981981981981981988e+01,2.944435846035626980e+01,4.588076513039740512e+00
2.002002002002002001e+01,3.256382000350354389e+01,5.413708883739696276e+00
2.022022022022022014e+01,3.527660221373992755e+01,6.677528728507388323e+00
2.042042042042042027e+01,3.705228165763367087e+01,8.525174296300933818e+00
2.062062062062062040e+01,3.725079264300281068e+01,1.105535334826128846e+01
2.082082082082082053e+01,3.537949336391292832e+01,1.416264740632606589e+01
2.102102102102102066e+01,3.150885263098573930e+01,1.736772780829005924e+01
2.122122122122122079e+01,2.646197271701533182e+01,1.989105307951019697e+01
2.142142142142142447e+01,2.139638909072401418e+01,2.108663840679705714e+01
2.162162162162162460e+01,1.714323789556168975e+01,2.082956282680953564e+01
2.182182182182182473e+01,1.397212552407270181e+01,1.945934746590881659e+01
2.202202202202202486e+01,1.178681393433108404e+01,1.746687549605248435e+01
2.222222222222222499e+01,1.037556888397678989e+01,1.526488356503883459e+01
2.242242242242242511e+01,9.542573196503930433e+00,1.312040939987158694e+01
2.262262262262262524e+01,9.144614735772886860e+00,1.117508861801841391e+01
2.282282282282282537e+01,9.088300061876847025e+00,9.486645842568350417e+00
2.302302302302302550e+01,9.317920774735299005e+00,8.064204966405439379e+00
2.322322322322322563e+01,9.804329906413906670e+00,6.892157294789304167e+00
2.342342342342342576e+01,1.053685372544315513e+01,5.944631392643232815e+00
2.362362362362362589e+01,1.151775609622713503e+01,5.193704516469645149e+00
2.382382382382382602e+01,1.275830777850231357e+01,4.613861155703879113e+00
2.402402402402402615e+01,1.427555899940376705e+01,4.184400528932925134e+00
2.422422422422422628e+01,1.608896769347216349e+01,3.890907821907696462e+00
2.442442442442442641e+01,1.821594713564375567e+01,3.726561102138634229e+00
2.462462462462462653e+01,2.066510290860169619e+01,3.693900659486732518e+00
2.482482482482482666e+01,2.342538556562969987e+01,3.807687681856719575e+00
2.502502502502502679e+01,2.644861603884353940e+01,4.099536579580418838e+00
2.522522522522522692e+01,2.962220788151847373e+01,4.624849517402769727e+00
2.542542542542542705e+01,3.272994616513875599e+01,5.471346348592778241e+00
2.562562562562562718e+01,3.540600618029468194e+01,6.763866168914812071e+00
2.582582582582582731e+01,3.711080796839214457e+01,8.647995267834845734e+00
2.602602602602602744e+01,3.720359681024667253e+01,1.121599537788238266e+01
2.622622622622622757e+01,3.521185861255003147e+01,1.434521936550112642e+01
2.642642642642642770e+01,3.124781509092601794e+01,1.753400291281012002e+01
2.662662662662662783e+01,2.616979851811080238e+01,1.999653253584020973e+01
2.682682682682682795e+01,2.113289791400235629e+01,2.110897775645421248e+01
2.702702702702702808e+01,1.693768410685114389e+01,2.077800170950942160e+01
2.722722722722722821e+01,1.382609894372563275e+01,1.936018450420656123e+01
2.742742742742742834e+01,1.168974265360313325e+01,1.734645080142896134e+01
2.762762762762762847e+01,1.031546489688161827e+01,1.514197099481464548e+01
2.782782782782782860e+01,9.509993487919915722e+00,1.300583920863867959e+01
2.802802802802802873e+01,9.133140944149511498e+00,1.107391257707752352e+01
2.822822822822822886e+01,9.093948702711180943e+00,9.400380638287529678e+00
2.842842842842842899e+01,9.338455740004899752e+00,7.992460903272633033e+00
2.862862862862862912e+01,9.838730600600419152e+00,6.833662943803592960e+00
2.882882882882882924e+01,1.058494764733991111e+01,5.897829135440543880e+00
2.902902902902902937e+01,1.157996616129093859e+01,5.157078939511384519e+00
2.922922922922922950e+01,1.283546170272648190e+01,4.586114837386912946e+00
2.942942942942942963e+01,1.436871302062316857e+01,4.164552423917921686e+00
2.962962962962962976e+01,1.619919636126927642e+01,3.878364355191849633e+00
2.982982982982982989e+01,1.834404047093799051e+01,3.721197074747740530e+00
3.003003003003003357e+01,2.081108877333010554e+01,3.696183880187352333e+00
3.023023023023023370e+01,2.358775720261247599e+01,3.818884136569616228e+00
3.043043043043043383e+01,2.662309909133591290e+01,4.122034217519547461e+00
3.063063063063063396e+01,2.979989088748309456e+01,4.662610954396375185e+00
3.083083083083083409e+01,3.289477676204678147e+01,5.530363447975623181e+00
3.103103103103103422e+01,3.553242167500701498e+01,6.852053462968819453e+00
3.123123123123123435e+01,3.716428399497811341e+01,8.772996573831946421e+00
3.143143143143143448e+01,3.714975765117640805e+01,1.137848985733310059e+01
3.163163163163163460e+01,3.503786757987688816e+01,1.452806647190970502e+01
3.183183183183183473e+01,3.098322663920460940e+01,1.769797288011384850e+01
3.203203203203203486e+01,2.587786807369326070e+01,2.009765242094787752e+01
3.223223223223223499e+01,2.087218813708381049e+01,2.112670172003633340e+01
3.243243243243243512e+01,1.673559239145562216e+01,2.072303106882665702e+01
3.263263263263263525e+01,1.368312923399117942e+01,1.925919675086280236e+01
3.283283283283283538e+01,1.159503479240235713e+01,1.722547396151102461e+01
3.303303303303303551e+01,1.025711626399599474e+01,1.501930423477200272e+01
3.323323323323323564e+01,9.478734676035051265e+00,1.289192602701880830e+01
3.343343343343343577e+01,9.122708456681413836e+00,1.097355285165707528e+01
3.363363363363363590e+01,9.100473558299162491e+00,9.314948192251012671e+00
3.383383383383383602e+01,9.359781901450350716e+00,7.921494735453447511e+00
3.403403403403403615e+01,9.873893184143751611e+00,6.775863065489584613e+00
3.423423423423423628e+01,1.063381320685660647e+01,5.851633497597148015e+00
3.443443443443443641e+01,1.164298485456224874e+01,5.120980664224131118e+00
3.463463463463463654e+01,1.291347871960794080e+01,4.558831993665259041e+00
3.483483483483483667e+01,1.446279170212003429e+01,4.145123786686834677e+00
3.503503503503503680e+01,1.631040453426014736e+01,3.866220098822434448e+00
3.523523523523523693e+01,1.847314031315617910e+01,3.716241222833316371e+00
3.543543543543543706e+01,2.095804634888496309e+01,3.698922419948397433e+00
3.563563563563563719e+01,2.375094898576653790e+01,3.830635891341145793e+00
3.583583583583583732e+01,2.679804792386152457e+01,4.145261914193135055e+00
3.603603603603603744e+01,2.997735778503982118e+01,4.701379696248755735e+00
3.623623623623623757e+01,3.305823218007594733e+01,5.590785343493642756e+00
3.643643643643643770e+01,3.565573985895746745e+01,6.942115961133094260e+00
3.663663663663663783e+01,3.721259715173847837e+01,8.900183717964150532e+00
3.683683683683683796e+01,3.708922930170596288e+01,1.154278511608131197e+01
3.703703703703703809e+01,3.485761753889743630e+01,1.471106083100753814e+01
3.723723723723723822e+01,3.071529731978477429e+01,1.785949346136628435e+01
3.743743743743743835e+01,2.558636684066939182e+01,2.019435131971063413e+01
3.763763763763763848e+01,2.061433670683593533e+01,2.113985115654634939e+01
3.783783783783783861e+01,1.653695683096554703e+01,2.066473746175272552e+01
3.803803803803803874e+01,1.354317739817544641e+01,1.915646568416813267e+01
3.823823823823823886e+01,1.150265005487912617e+01,1.710400045498093391e+01
3.843843843843843899e+01,1.020049229418048498e+01,1.489691337238574498e+01
3.863863863863863912e+01,9.448776323046995884e+00,1.277868208819249674e+01
3.883883883883883925e+01,9.113304498800079756e+00,1.087401157467943769e+01
3.903903903903903938e+01,9.107867405560389429e+00,9.230345260307618815e+00
3.923923923923923951e+01,9.381896018655726976e+00,7.851300849590717057e+00
3.943943943943943964e+01,9.909817191754532573e+00,6.718751496573204918e+00
3.963963963963963977e+01,1.068345196041419420e+01,5.806038691105703364e+00
3.983983983983983990e+01,1.170681519738475274e+01,5.085404765545361805e+00
