Time,Prey,Predator
0.000000000000000000e+00,2.200000000000000000e+01,2.400000000000000000e+01
2.002002002002002123e-01,1.661820275163798755e+01,2.370415677275368083e+01
4.004004004004004247e-01,1.284172774821682772e+01,2.185928428836686166e+01
6.006006006006006093e-01,1.038877724774913069e+01,1.924634537468241291e+01
8.008008008008008494e-01,8.878204747583856360e+00,1.645616045439616570e+01
1.001001001001001089e+00,8.013378987678128951e+00,1.382595176273465221e+01
1.201201201201201219e+00,7.601188627011360666e+00,1.150744129331374310e+01
1.401401401401401570e+00,7.526083661924127810e+00,9.543778764834327077e+00
1.601601601601601699e+00,7.723588591097626299e+00,7.922928771552307126e+00
1.801801801801801828e+00,8.162017056364959444e+00,6.608990054039371564e+00
2.002002002002002179e+00,8.831229449295108225e+00,5.559002119955124499e+00
2.202202202202202308e+00,9.735963251870982660e+00,4.731344220064543471e+00
2.402402402402402437e+00,1.089182334675835406e+01,4.089590357045450375e+00
2.602602602602602566e+00,1.232264484148617889e+01,3.604076957309479745e+00
2.802802802802803139e+00,1.405830589425592869e+01,3.252483041610386927e+00
3.003003003003003268e+00,1.613216326840451131e+01,3.020218379911985718e+00
3.203203203203203397e+00,1.857711759983090261e+01,2.901204329138283189e+00
3.403403403403403527e+00,2.141882508114600014e+01,2.899646389595604834e+00
3.603603603603603656e+00,2.466361271983888770e+01,3.033621939407821877e+00
3.803803803803804229e+00,2.827700803111783401e+01,3.341750097341882331e+00
4.004004004004004358e+00,3.214647021229803414e+01,3.894714015129681961e+00
4.204204204204204487e+00,3.602031716551299922e+01,4.812963158060690638e+00
4.404404404404404616e+00,3.942118880105916645e+01,6.286449302872471279e+00
4.604604604604604745e+00,4.156933715054244516e+01,8.570350183578408831e+00
4.804804804804804874e+00,4.145607552743037871e+01,1.187903887783915025e+01
5.005005005005005003e+00,3.832195974274768702e+01,1.607593624662877474e+01
5.205205205205205132e+00,3.249074391636607828e+01,2.031242103872592608e+01
5.405405405405406150e+00,2.557977211931673622e+01,2.326592027525003559e+01
5.605605605605606279e+00,1.937797359162743405e+01,2.410772227411129620e+01
5.805805805805806408e+00,1.473090367470985562e+01,2.301733794116508847e+01
6.006006006006006537e+00,1.159814195565324724e+01,2.073716785643014759e+01
6.206206206206206666e+00,9.612870515699105667e+00,1.798746716656460265e+01
6.406406406406406795e+00,8.422910206829081758e+00,1.524060626929492557e+01
6.606606606606606924e+00,7.780289962905321488e+00,1.273989714146024177e+01
6.806806806806807053e+00,7.530477006844839671e+00,1.057994723892625544e+01
7.007007007007007182e+00,7.583707746798126870e+00,8.773960990058109033e+00
7.207207207207207311e+00,7.892041103184693540e+00,7.296327999584983459e+00
7.407407407407407440e+00,8.434549392340690233e+00,6.106507955553382772e+00
7.607607607607608458e+00,9.208416429177827212e+00,5.161443211649650920e+00
7.807807807807808587e+00,1.022365878965108088e+01,4.421548673707987653e+00
8.008008008008008716e+00,1.149986456620924713e+01,3.853328546544347866e+00
8.208208208208208845e+00,1.306386120219596769e+01,3.430377265788338903e+00
8.408408408408408974e+00,1.494746446601909717e+01,3.133793199338884339e+00
8.608608608608609103e+00,1.718444099083183474e+01,2.952674975487021847e+00
8.808808808808809232e+00,1.980551747556683395e+01,2.885266037321832400e+00
9.009009009009009361e+00,2.282959171306282897e+01,2.941420389862888118e+00
9.209209209209209490e+00,2.624805859812176223e+01,3.147387005840424745e+00
9.409409409409409619e+00,2.999717519205480798e+01,3.554425080696270278e+00
9.609609609609609748e+00,3.391102834541416655e+01,4.253070996639649159e+00
9.809809809809809877e+00,3.764812228632050761e+01,5.393002710654009491e+00
1.001001001001001001e+01,4.060054899888842783e+01,7.197565364799684673e+00
1.021021021021021014e+01,4.185839266391035807e+01,9.927216919382249927e+00
1.041041041041041026e+01,4.043446171871312345e+01,1.368952279305899644e+01
1.061061061061061039e+01,3.595804011029053271e+01,1.805457825225242630e+01
1.081081081081081230e+01,2.939424738415056737e+01,2.187236277921564565e+01
1.101101101101101243e+01,2.262469260736980203e+01,2.391670605769082414e+01
1.121121121121121256e+01,1.708328036666788208e+01,2.381676497246345647e+01
1.141141141141141269e+01,1.315391084818864975e+01,2.209078234736807289e+01
1.161161161161161282e+01,1.058618330254370754e+01,1.952374827315191297e+01
1.181181181181181294e+01,8.996403754315744905e+00,1.673231327083410491e+01
1.201201201201201307e+01,8.077134307515946077e+00,1.407683976712231910e+01
1.221221221221221320e+01,7.625855179367917458e+00,1.172386688722720294e+01
1.241241241241241333e+01,7.520559310643982087e+00,9.724591269623324763e+00
1.261261261261261346e+01,7.692616337287491390e+00,8.070789187119716601e+00
1.281281281281281359e+01,8.107657790023191424e+00,6.728008913420953085e+00
