Time,Prey,Predator
0.000000000000000000e+00,6.900000000000000000e+01,3.500000000000000000e+01
2.002002002002002123e-01,3.320422335761412569e+01,5.548260609215500239e+01
4.004004004004004247e-01,1.281948020596692039e+01,5.671522774323004512e+01
6.006006006006006093e-01,5.467745956290716691e+00,4.772077843611609183e+01
8.008008008008008494e-01,2.850091887590578299e+00,3.750140547224920340e+01
1.001001001001001089e+00,1.799715337079990540e+00,2.872843779705754486e+01
1.201201201201201219e+00,1.330076439102537700e+00,2.177229270417043239e+01
1.401401401401401570e+00,1.111324062412837099e+00,1.641926438957326084e+01
1.601601601601601699e+00,1.019811805011437533e+00,1.235470294046005790e+01
1.801801801801801828e+00,1.004625252422601367e+00,9.289245120232783037e+00
2.002002002002002179e+00,1.043941333990745068e+00,6.985774483317980454e+00
2.202202202202202308e+00,1.129154510796795963e+00,5.258442655425872303e+00
2.402402402402402437e+00,1.258562559375581369e+00,3.964597447356152937e+00
2.602602602602602566e+00,1.434709787925278812e+00,2.995953073408978540e+00
2.802802802802803139e+00,1.663280521451014682e+00,2.270840505084494421e+00
3.003003003003003268e+00,1.952725430117415728e+00,1.727913104351396223e+00
3.203203203203203397e+00,2.314283238694874179e+00,1.321212996787104910e+00
3.403403403403403527e+00,2.762254459798107131e+00,1.016376340350408025e+00
3.603603603603603656e+00,3.314469419514467941e+00,7.877466832472237446e-01
3.803803803803804229e+00,3.992934203563742734e+00,6.161947410182276874e-01
4.004004004004004358e+00,4.824660804908299738e+00,4.874803545632738211e-01
4.204204204204204487e+00,5.842701822380611532e+00,3.910277247829385683e-01
4.404404404404404616e+00,7.087420337104301638e+00,3.190152701861867501e-01
4.604604604604604745e+00,8.608033399741481517e+00,2.657065203931027186e-01
4.804804804804804874e+00,1.046447268973532729e+01,2.269696985017097823e-01
5.005005005005005003e+00,1.272960564632803937e+01,1.999531620788637942e-01
5.205205205205205132e+00,1.549184784295611728e+01,1.829058189486272301e-01
5.405405405405406150e+00,1.885815519332072299e+01,1.751640811634596617e-01
5.605605605605606279e+00,2.295727033405805173e+01,1.773890842888433406e-01
5.805805805805806408e+00,2.794279667106994935e+01,1.922818348044323389e-01
6.006006006006006537e+00,3.399487070256424204e+01,2.263770602728019388e-01
6.206206206206206666e+00,4.131692037907682646e+01,2.945896831089240830e-01
6.406406406406406795e+00,5.011699314286288853e+01,4.325749395148201226e-01
6.606606606606606924e+00,6.053955403148522407e+01,7.337434077766176177e-01
6.806806806806807053e+00,7.242679842759328324e+01,1.472400518261178348e+00
7.007007007007007182e+00,8.445648860057417551e+01,3.546936215948557791e+00
7.207207207207207311e+00,9.121106341375120508e+01,9.953001749542206511e+00
7.407407407407407440e+00,7.854173210909550562e+01,2.730305088431493132e+01
7.607607607607608458e+00,4.334723233197336612e+01,5.103904111561754320e+01
7.807807807807808587e+00,1.715639181184760176e+01,5.806960579207540718e+01
8.008008008008008716e+00,6.959039210378100471e+00,5.085629482108247146e+01
8.208208208208208845e+00,3.405359906082041643e+00,4.053209518843630832e+01
8.408408408408408974e+00,2.034242627774885293e+00,3.122246616265861974e+01
8.608608608608609103e+00,1.438179155079666538e+00,2.372023349068586384e+01
8.808808808808809232e+00,1.161197437810881583e+00,1.790861009044403573e+01
9.009009009009009361e+00,1.038189107517511145e+00,1.348199122968607355e+01
9.209209209209209490e+00,1.002823634504135031e+00,1.013800060412134485e+01
9.409409409409409619e+00,1.026785047493195879e+00,7.622949845351762121e+00
9.609609609609609748e+00,1.098357176522514411e+00,5.735996969079465657e+00
9.809809809809809877e+00,1.214113376337249806e+00,4.322210145019310445e+00
1.001001001001001001e+01,1.375462870198565613e+00,3.263657441268966064e+00
1.021021021021021014e+01,1.587191858541332490e+00,2.471247671604407170e+00
1.041041041041041026e+01,1.856915097469228337e+00,1.877988213519813598e+00
1.061061061061061039e+01,2.194997613851705331e+00,1.433655416532578553e+00
1.081081081081081230e+01,2.614760061615982067e+00,1.100676070971950526e+00
1.101101101101101243e+01,3.132890328267731839e+00,8.509855177023611938e-01
1.121121121121121256e+01,3.770035088718381555e+00,6.636500515601111427e-01
1.141141141141141269e+01,4.551571905065413759e+00,5.230779723394564096e-01
1.161161161161161282e+01,5.508578370860703899e+00,4.176798935260310763e-01
1.181181181181181294e+01,6.679026135257039698e+00,3.388710440452148420e-01
1.201201201201201307e+01,8.109236065952858397e+00,2.803347864183481919e-01
1.221221221221221320e+01,9.855636906889765569e+00,2.374887395968844905e-01
1.241241241241241333e+01,1.198687170829924398e+01,2.071146982205266385e-01
