Time,Prey,Predator
0.000000000000000000e+00,7.000000000000000000e+01,5.300000000000000000e+01
2.002002002002002123e-01,2.219424714275518795e+01,7.511115396376825970e+01
4.004004004004004247e-01,6.360478306737723742e+00,6.711490906255073696e+01
6.006006006006006093e-01,2.341141872700875481e+00,5.272410437626958668e+01
8.008008008008008494e-01,1.135402179641699316e+00,4.001559720458411817e+01
1.001001001001001089e+00,6.910296071423328579e-01,3.002964103451900968e+01
1.201201201201201219e+00,5.010827881828756603e-01,2.243554966717504584e+01
1.401401401401401570e+00,4.147532500992209825e-01,1.672888459772341108e+01
1.601601601601601699e+00,3.790825470102575090e-01,1.246282352085231615e+01
1.801801801801801828e+00,3.731010070550239699e-01,9.281905571492899298e+00
2.002002002002002179e+00,3.880367079288494780e-01,6.913372605200154730e+00
2.202202202202202308e+00,4.204828046515728945e-01,5.151079121283551387e+00
2.402402402402402437e+00,4.697712979702928227e-01,3.840367776871244310e+00
2.602602602602602566e+00,5.368934456910651187e-01,2.865669305141816281e+00
2.802802802802803139e+00,6.240574038132380430e-01,2.140823562192768037e+00
3.003003003003003268e+00,7.345409114216718827e-01,1.601688421247234428e+00
3.203203203203203397e+00,8.727008474727901977e-01,1.200558189194138814e+00
3.403403403403403527e+00,1.044082064034207225e+00,9.019745372891487811e-01
3.603603603603603656e+00,1.255602843810463609e+00,6.795941122009228064e-01
3.803803803803804229e+00,1.515811077090411851e+00,5.138517675974840770e-01
4.004004004004004358e+00,1.835214504914576272e+00,3.902200667679061596e-01
4.204204204204204487e+00,2.226694494707663896e+00,2.979143540204448048e-01
4.404404404404404616e+00,2.706017754617911386e+00,2.289301707127589514e-01
4.604604604604604745e+00,3.292465128941745256e+00,1.773282755897709340e-01
4.804804804804804874e+00,4.009601689031797811e+00,1.387040437942293480e-01
5.005005005005005003e+00,4.886218094052150462e+00,1.097941963047156105e-01
5.205205205205205132e+00,5.957479908508394928e+00,8.818598651962922252e-02
5.405405405405406150e+00,7.266329435615350718e+00,7.210316560866825153e-02
5.605605605605606279e+00,8.865193791021999559e+00,6.025015846554433729e-02
5.805805805805806408e+00,1.081806333376057871e+01,5.170160842459306516e-02
6.006006006006006537e+00,1.320301564546691075e+01,4.582965161552405436e-02
6.206206206206206666e+00,1.611527037743401536e+01,4.226720417754752795e-02
6.406406406406406795e+00,1.967086496242369975e+01,4.091469591482061602e-02
6.606606606606606924e+00,2.401102756559192741e+01,4.201598489536942371e-02
6.806806806806807053e+00,2.930725743919450466e+01,4.637314336138052134e-02
7.007007007007007182e+00,3.576690060274228955e+01,5.588880913423010383e-02
7.207207207207207311e+00,4.363829730336303925e+01,7.498292081527241359e-02
7.407407407407407440e+00,5.321218811754746270e+01,1.146333889601671707e-01
7.607607607607608458e+00,6.480721480735306272e+01,2.053558861728870255e-01
7.807807807807808587e+00,7.869003612469123254e+01,4.453247504191756856e-01
8.008008008008008716e+00,9.469893893202939239e+01,1.209702894056169153e+00
8.208208208208208845e+00,1.103605246702296938e+02,4.195400874541577174e+00
8.408408408408408974e+00,1.122121354316237500e+02,1.711725365618839945e+01
8.608608608608609103e+00,7.013330668264293877e+01,5.291188530485233343e+01
8.808808808808809232e+00,2.225836143972597370e+01,7.510555869258308803e+01
9.009009009009009361e+00,6.376602559910449664e+00,6.714528489722866311e+01
9.209209209209209490e+00,2.345581976080440612e+00,5.275502561917864597e+01
9.409409409409409619e+00,1.136915540296804972e+00,4.004067266415619031e+01
9.609609609609609748e+00,6.916447698041093828e-01,3.004890364180206674e+01
9.809809809809809877e+00,5.013602105811335585e-01,2.245008323067863998e+01
1.001001001001001001e+01,4.148780063131109475e-01,1.673976973792701983e+01
1.021021021021021014e+01,3.791249304137720433e-01,1.247094779349131954e+01
1.041041041041041026e+01,3.730901575701488504e-01,9.287958242813703080e+00
1.061061061061061039e+01,3.879847198588474710e-01,6.917877440049544191e+00
1.081081081081081230e+01,4.203936553221142014e-01,5.154430149019481711e+00
1.101101101101101243e+01,4.696444322612213784e-01,3.842859898402652075e+00
1.121121121121121256e+01,5.367252831131823498e-01,2.867522581935998183e+00
1.141141141141141269e+01,6.238419094504618068e-01,2.142201919332451077e+00
1.161161161161161282e+01,7.342697302318276220e-01,1.602713823470856891e+00
1.181181181181181294e+01,8.723631597611268829e-01,1.201321323169989297e+00
1.201201201201201307e+01,1.043664255948514308e+00,9.025427852916061422e-01
1.221221221221221320e+01,1.255088024610361730e+00,6.800175213107509942e-01
1.241241241241241333e+01,1.515178438795479643e+00,5.141675048987648378e-01
1.261261261261261346e+01,1.834438508497196363e+00,3.904557271594226719e-01
1.281281281281281359e+01,2.225743858919526197e+00,2.980904219692087631e-01
1.301301301301301372e+01,2.704854210150557048e+00,2.290618481759874314e-01
1.321321321321321385e+01,3.291041890497688804e+00,1.774268400213146468e-01
1.341341341341341398e+01,4.007861587840823248e+00,1.387778585536651732e-01
1.361361361361361411e+01,4.884091292117918925e+00,1.098494509694738080e-01
1.381381381381381424e+01,5.954881110357877816e+00,8.822724823042844833e-02
1.401401401401401436e+01,7.263154494789136884e+00,7.213378628669944725e-02
1.421421421421421449e+01,8.861315572811408359e+00,6.027256501585134124e-02
1.441441441441441462e+01,1.081332668901189642e+01,5.171750525710372415e-02
1.461461461461461475e+01,1.319723129025462072e+01,4.584013330571121841e-02
1.481481481481481488e+01,1.610820755084098721e+01,4.227280891803331803e-02
1.501501501501501679e+01,1.966224258278525738e+01,4.091532199632812172e-02
1.521521521521521692e+01,2.400050382780804270e+01,4.201060898702257268e-02
1.541541541541541704e+01,2.929441793966035235e+01,4.635910088462032175e-02
1.561561561561561717e+01,3.575124594486625540e+01,5.585997281730017278e-02
1.581581581581581730e+01,4.361923385179086665e+01,7.492476045478529967e-02
1.601601601601601743e+01,5.318903464790230373e+01,1.145082786193402646e-01
1.621621621621621756e+01,6.477927379616120618e+01,2.050532532176466971e-01
1.641641641641641769e+01,7.865693765503581858e+01,4.444647145751859374e-01
1.661661661661661782e+01,9.466228201230937600e+01,1.206728571520285787e+00
1.681681681681681795e+01,1.103322631514152334e+02,4.182920256777640233e+00
1.701701701701701808e+01,1.122470686387000427e+02,1.706525648957411434e+01
1.721721721721721821e+01,7.026564066361395078e+01,5.282430246477355951e+01
1.741741741741741833e+01,2.232220138153508771e+01,7.509983420438601343e+01
1.761761761761761846e+01,6.392663138871346185e+00,6.717541602133361778e+01
1.781781781781781859e+01,2.350003388821827244e+00,5.278573293932434041e+01
1.801801801801801872e+01,1.138422082002289004e+00,4.006558079711454923e+01
1.821821821821821885e+01,6.922570665465346273e-01,3.006803926752041889e+01
1.841841841841841898e+01,5.016363940823383993e-01,2.246452147590848369e+01
1.861861861861861911e+01,4.150023166614386638e-01,1.675058368246536844e+01
1.881881881881881924e+01,3.791673354951707875e-01,1.247901901793272295e+01
1.901901901901901937e+01,3.730796561451326099e-01,9.293971445040368096e+00
1.921921921921921950e+01,3.879333579252877140e-01,6.922352930597313936e+00
1.941941941941941963e+01,4.203054019791470086e-01,5.157759370220577289e+00
1.961961961961961975e+01,4.695187530463444947e-01,3.845335817294135428e+00
1.981981981981981988e+01,5.365586327949698475e-01,2.869363820310996349e+00
2.002002002002002001e+01,6.236283123637804682e-01,2.143571328588246061e+00
